Site_ID,Site_Name,Site_City,Site_Area,Site_Cluster,Site_Room,Site_Type,Site_Scene,Site_Longitude,Site_Latitude,Power_Supply_Type,Power_Supply_PV_Panels_Current,Power_Supply_PV_Specification_Current,Power_Supply_PV_Annual_Current,Power_Supply_PV_Panels_Tobe,Power_Supply_PV_Specification_Tobe,Power_Supply_PV_Annual_Tobe,Rectifier_Model_Current,Rectifier_Deployment_Year,Rectifier_Efficiency_Current,Rectifier_Efficiency_Tobe,Battery_Type_Current,Cooling_Type,Power_Consumption_Aircondition,Power_Consumption_FCS,Power_Consumption_Aircondition_Outdoor,Power_Consumption_FCS_Outdoor,Cooling_Aircondition_Working_Hours_Current,Cooling_FCS_Working_Hours_Current,Cooling_Aircondition_Working_Hours_Tobe,Cooling_FCS_Working_Hours_Tobe,Cooling_Aircondition_Working_Hours_Outdoor,Cooling_FCS_Working_Hours_Outdoor,Data_Volume_234G_Month,Data_Volume_5G_Month,Alpha,Power_Star_Activation,Power_Star_Efficiency_234G,Power_Star_Efficiency_5G,Power_Consumption_Site_Radio_234G,Power_Consumption_Site_Tower_234G,Power_Consumption_Site_Radio_5G,grid_id,Power_Supply_PV_Out,5G_Deployment_Year,Power_Saving_Total
783,Site783,娄底,娄星,Cluster_28,Indoor,Macro,Urban,112.010063,27.720409,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3992,1000.784973,2028,0
784,Site784,娄底,娄星,Cluster_28,Indoor,Macro,Urban,111.9493,27.73,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,4114,991.6535034,2028,0
785,Site785,娄底,娄星,Cluster_28,Indoor,Macro,Suburban,112.00842,27.733325,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,4247,1005.16803,2028,0
786,Site786,娄底,娄星,Cluster_28,Indoor,Macro,Suburban,111.95506,27.73951,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,4241,993.2969971,2032,0
787,Site787,娄底,娄星,Cluster_28,Outdoor,Macro,Suburban,111.980089,27.698822,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3728,998.5939941,2019,0
788,Site788,娄底,娄星,Cluster_28,Indoor,Macro,Suburban,111.983944,27.7,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,,843,0,0.02,0,1835,1500,0,3728,998.5939941,2028,0
789,Site789,娄底,娄星,Cluster_28,Indoor,Macro,Suburban,112.00821,27.7328,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,1,843,0,0.02,0.1,1835,1500,1493,4247,1005.16803,2025,0
790,Site790,娄底,娄星,Cluster_28,Indoor,Macro,Rural,111.989983,27.724124,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,4118,1000.419983,2027,0
791,Site791,娄底,娄星,Cluster_28,Outdoor,Macro,Rural,112.002878,27.755144,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,4502,1003.707001,2020,0
792,Site792,娄底,娄星,Cluster_28,Indoor,Macro,Rural,112.009106,27.730166,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,4120,1002.976013,2033,0
793,Site793,娄底,娄星,Cluster_28,Indoor,Macro,Rural,112.009106,27.730166,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,4120,1002.976013,2033,0
794,Site794,娄底,娄星,Cluster_28,Indoor,Macro,Rural,111.95804,27.78404,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,4890,993.1149902,2029,0
795,Site795,娄底,娄星,Cluster_28,Indoor,Macro,Rural,111.97131,27.70396,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,3727,997.8629761,2021,0
796,Site796,娄底,娄星,Cluster_28,Outdoor,Macro,Urban,111.97131,27.70396,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3727,997.8629761,2023,0
797,Site797,娄底,娄星,Cluster_28,Outdoor,Macro,Urban,111.996589,27.731786,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,4246,1002.428986,2032,0
798,Site798,娄底,娄星,Cluster_28,Indoor,Macro,Suburban,111.97977,27.72835,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,High-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,4117,998.5939941,2027,0
799,Site799,娄底,娄星,Cluster_28,Outdoor,Macro,Suburban,111.97977,27.72835,grid+generator,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery,FCS,450,70,450,70,0,8760,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,4117,998.5939941,2031,0
800,Site800,娄底,娄星,Cluster_28,Outdoor,Macro,Suburban,112.008057,27.745001,grid+generator,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,4374,1006.263977,2027,0
801,Site801,娄底,娄星,Cluster_28,Indoor,Macro,Rural,112.008057,27.745001,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery+high-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,1,843,0,0.05,0.1,3702,3400,1493,4374,1006.263977,2027,0
802,Site802,娄底,娄星,Cluster_28,Indoor,Macro,Rural,112.003334,27.734167,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4246,1002.428986,2029,0
803,Site803,娄底,娄星,Cluster_28,Indoor,Macro,Rural,112.04978,27.674307,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,3331,1001.150024,2028,0
804,Site804,娄底,娄星,Cluster_29,Indoor,Macro,Rural,112.022217,27.73526,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4248,1004.072021,2031,0
805,Site805,娄底,娄星,Cluster_29,Indoor,Macro,Rural,112.022217,27.73526,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,4248,1004.072021,2037,0
806,Site806,娄底,娄星,Cluster_29,Indoor,Macro,Rural,112.044631,27.756076,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,4506,1005.16803,2032,0
807,Site807,娄底,娄星,Cluster_29,Indoor,Macro,Urban,112.022148,27.727913,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,4121,1001.880981,2026,0
808,Site808,娄底,娄星,Cluster_29,Indoor,Macro,Urban,111.97741,27.7365,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,4244,996.7670288,2025,0
809,Site809,娄底,娄星,Cluster_29,Indoor,Macro,Urban,111.98536,27.72672,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,4117,998.5939941,2031,0
810,Site810,娄底,娄星,Cluster_29,Indoor,Macro,Urban,111.98536,27.72672,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,4117,998.5939941,2034,0
811,Site811,娄底,娄星,Cluster_29,Indoor,Macro,Suburban,112.045357,27.794029,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,5164,1007.724976,2038,0
812,Site812,娄底,娄星,Cluster_29,Indoor,Macro,Suburban,111.99652,27.72012,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,3991,1002.611023,2021,0
813,Site813,娄底,娄星,Cluster_29,Outdoor,Macro,Suburban,111.99652,27.72012,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3991,1002.611023,2021,0
814,Site814,娄底,娄星,Cluster_29,Indoor,Macro,Suburban,112.021398,27.730386,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,,843,0,0.02,0,1835,1500,0,4121,1001.880981,2033,0
815,Site815,娄底,娄星,Cluster_29,Indoor,Macro,Suburban,111.98685,27.748933,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,1,843,0,0.02,0.1,1835,1500,1493,4372,998.9589844,2035,0
816,Site816,娄底,娄星,Cluster_29,Indoor,Macro,Rural,112.00161,27.73942,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,4246,1002.428986,2028,0
817,Site817,娄底,娄星,Cluster_29,Outdoor,Macro,Rural,112.021505,27.741829,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,4375,1006.629028,2027,0
818,Site818,娄底,娄星,Cluster_29,Indoor,Macro,Rural,112.021505,27.741829,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,4375,1006.629028,2028,0
819,Site819,娄底,娄星,Cluster_29,Indoor,Macro,Rural,112.005,27.72742,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,4119,1002.976501,2034,0
820,Site820,娄底,娄星,Cluster_29,Indoor,Macro,Rural,111.99523,27.710717,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3861,1001.697998,2030,0
821,Site821,娄底,娄星,Cluster_29,Indoor,Macro,Rural,111.99523,27.710717,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,3861,1001.697998,2028,0
822,Site822,娄底,娄星,Cluster_29,Outdoor,Macro,Urban,111.991736,27.703627,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3729,996.7670288,2029,0
823,Site823,娄底,娄星,Cluster_29,Outdoor,Macro,Urban,111.991736,27.703627,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3729,996.7670288,2032,0
824,Site824,娄底,娄星,Cluster_29,Indoor,Macro,Suburban,111.989667,27.706105,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,High-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,3861,1001.697998,2022,0
825,Site825,娄底,娄星,Cluster_29,Outdoor,Macro,Suburban,111.99468,27.7153,grid+generator,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery,FCS,450,70,450,70,0,8760,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3990,1000.054016,2021,0
826,Site826,娄底,娄星,Cluster_29,Outdoor,Macro,Suburban,111.99468,27.7153,grid+generator,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3990,1000.054016,2039,0
827,Site827,娄底,娄星,Cluster_29,Indoor,Macro,Rural,111.98124,27.87693,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery+high-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,1,843,0,0.05,0.1,3702,3400,1493,6264,996.7670288,2030,0
828,Site828,娄底,娄星,Cluster_29,Indoor,Macro,Rural,112.006938,27.733912,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4247,1005.16803,2035,0
829,Site829,娄底,娄星,Cluster_29,Indoor,Macro,Rural,112.036011,27.70531,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,3866,997.8630066,2027,0
830,Site830,娄底,娄星,Cluster_29,Indoor,Macro,Rural,112.011,27.73662,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4247,1005.16803,2032,0
831,Site831,娄底,娄星,Cluster_29,Indoor,Macro,Rural,111.952167,27.925183,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,6785,1002.428528,2032,0
832,Site832,娄底,娄星,Cluster_29,Indoor,Macro,Rural,111.99831,27.72913,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,4119,1002.976501,2041,0
833,Site833,娄底,娄星,Cluster_30,Indoor,Macro,Urban,111.996391,27.726389,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,4119,1002.976501,2036,0
834,Site834,娄底,娄星,Cluster_30,Indoor,Macro,Urban,111.9925,27.7328,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,4245,998.9589844,2028,0
835,Site835,娄底,娄星,Cluster_30,Indoor,Macro,Urban,111.993431,27.704114,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3861,1001.697998,2033,0
836,Site836,娄底,娄星,Cluster_30,Indoor,Macro,Urban,111.98666,27.75518,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,4501,1000.784973,2032,0
837,Site837,娄底,娄星,Cluster_30,Indoor,Macro,Suburban,111.98666,27.75518,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,4501,1000.784973,2026,0
838,Site838,娄底,娄星,Cluster_30,Indoor,Macro,Suburban,111.97313,27.76155,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,4629,997.4979858,2036,0
839,Site839,娄底,娄星,Cluster_30,Outdoor,Macro,Suburban,112.001944,27.734167,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,4246,1002.428986,2025,0
840,Site840,娄底,娄星,Cluster_30,Indoor,Macro,Suburban,111.99917,27.74844,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,,843,0,0.02,0,1835,1500,0,4373,1001.880981,2029,0
841,Site841,娄底,娄星,Cluster_30,Indoor,Macro,Suburban,112.007225,27.736668,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,1,843,0,0.02,0.1,1835,1500,1493,4247,1005.16803,2023,0
842,Site842,娄底,娄星,Cluster_30,Indoor,Macro,Rural,111.99604,27.7347,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,4246,1002.428986,2032,0
843,Site843,娄底,娄星,Cluster_30,Outdoor,Macro,Rural,111.98425,27.70366,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3728,998.5939941,2029,0
844,Site844,娄底,娄星,Cluster_30,Indoor,Macro,Rural,111.98425,27.70366,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,3728,998.5939941,2020,0
845,Site845,娄底,娄星,Cluster_30,Indoor,Macro,Rural,111.997139,27.7125,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3862,1000.967499,2035,0
846,Site846,娄底,娄星,Cluster_30,Indoor,Macro,Rural,112.007381,27.732183,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,4247,1005.16803,2018,0
847,Site847,娄底,娄星,Cluster_30,Indoor,Macro,Rural,112.039429,27.63022,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,2653,997.132019,2028,0
848,Site848,娄底,娄星,Cluster_30,Outdoor,Macro,Urban,111.99481,27.80268,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,5159,1004.255005,2031,0
849,Site849,娄底,娄星,Cluster_30,Outdoor,Macro,Urban,111.9189,27.74028,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,4238,989.0969849,2022,0
850,Site850,娄底,娄星,Cluster_30,Indoor,Macro,Suburban,112.018822,27.730537,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,High-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,4121,1001.880981,2031,0
851,Site851,娄底,娄星,Cluster_30,Outdoor,Macro,Suburban,112.01709,27.72948,grid+generator,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery,FCS,450,70,450,70,0,8760,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,4121,1001.880981,2028,0
852,Site852,娄底,娄星,Cluster_30,Outdoor,Macro,Suburban,111.98031,27.70408,grid+generator,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3860,1000.054504,2035,0
853,Site853,娄底,娄星,Cluster_30,Indoor,Macro,Rural,111.974111,27.701278,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery+high-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,1,843,0,0.05,0.1,3702,3400,1493,3727,997.8629761,2030,0
854,Site854,娄底,娄星,Cluster_30,Indoor,Macro,Rural,111.976917,27.747444,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4371,997.8629761,2029,0
855,Site855,娄底,娄星,Cluster_30,Indoor,Macro,Rural,111.976917,27.747444,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,4371,997.8629761,2027,0
856,Site856,娄底,娄星,Cluster_30,Indoor,Macro,Rural,111.975128,27.750912,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,4499,996.0369873,2028,0
857,Site857,娄底,娄星,Cluster_30,Indoor,Macro,Rural,112.004761,27.604959,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,2398,1000.054016,2037,0
858,Site858,娄底,娄星,Cluster_30,Indoor,Macro,Rural,111.988747,27.719333,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,3990,1000.054016,2024,0
859,Site859,娄底,娄星,Cluster_30,Indoor,Macro,Urban,112.01642,27.81916,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,5426,1006.263977,2030,0
860,Site860,娄底,娄星,Cluster_30,Indoor,Macro,Urban,111.98646,27.74559,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,4372,998.9589844,2026,0
861,Site861,娄底,娄星,Cluster_30,Indoor,Macro,Urban,111.9858,27.7099,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3861,1001.697998,2033,0
862,Site862,娄底,娄星,Cluster_30,Indoor,Macro,Urban,112.01214,27.729723,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,4120,1002.976013,2033,0
863,Site863,娄底,娄星,Cluster_30,Indoor,Macro,Suburban,112.12332,27.603673,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,2409,1002.063019,2031,0
864,Site864,娄底,娄星,Cluster_30,Indoor,Macro,Suburban,112.06106,27.56473,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,1839,996.4019775,2034,0
865,Site865,娄底,娄星,Cluster_31,Outdoor,Macro,Suburban,112.11083,27.59594,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,2286,1001.880981,2031,0
866,Site866,娄底,娄星,Cluster_31,Indoor,Macro,Suburban,112.11621,27.63031,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,,843,0,0.02,0,1835,1500,0,2660,993.8449707,2024,0
867,Site867,娄底,娄星,Cluster_31,Indoor,Macro,Suburban,112.13214,27.65072,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,1,843,0,0.02,0.1,1835,1500,1493,3059,1001.880981,2034,0
